time (s),decision_0_vs_1 (V),decision_0_vs_2 (V),decision_0_vs_3 (V),decision_0_vs_4 (V),decision_0_vs_5 (V),decision_0_vs_6 (V),decision_0_vs_7 (V),decision_0_vs_8 (V),decision_0_vs_9 (V),decision_1_vs_2 (V),decision_1_vs_3 (V),decision_1_vs_4 (V),decision_1_vs_5 (V),decision_1_vs_6 (V),decision_1_vs_7 (V),decision_1_vs_8 (V),decision_1_vs_9 (V),decision_2_vs_3 (V),decision_2_vs_4 (V),decision_2_vs_5 (V),decision_2_vs_6 (V),decision_2_vs_7 (V),decision_2_vs_8 (V),decision_2_vs_9 (V),decision_3_vs_4 (V),decision_3_vs_5 (V),decision_3_vs_6 (V),decision_3_vs_7 (V),decision_3_vs_8 (V),decision_3_vs_9 (V),decision_4_vs_5 (V),decision_4_vs_6 (V),decision_4_vs_7 (V),decision_4_vs_8 (V),decision_4_vs_9 (V),decision_5_vs_6 (V),decision_5_vs_7 (V),decision_5_vs_8 (V),decision_5_vs_9 (V),decision_6_vs_7 (V),decision_6_vs_8 (V),decision_6_vs_9 (V),decision_7_vs_8 (V),decision_7_vs_9 (V),decision_8_vs_9 (V)
207.8E-9,706.4E-6,2.998,3.003,5.360E-3,2.999,2.996,-5.175E-3,2.999,-3.151E-3,2.999,3.003,2.999,2.999,20.85E-3,3.003,11.08E-3,2.995,2.999,1.200E-3,2.999,19.08E-3,1.730E-3,2.998,1.269E-3,-3.441E-3,-1.892E-3,-2.620E-3,85.69E-6,-2.663E-3,15.35E-3,2.999,3.000,3.000,3.004,2.999,942.3E-6,556.9E-6,1.069E-3,-1.853E-3,3.000,3.000,3.000,3.000,2.999,789.8E-6
211.8E-9,1.417E-3,2.081E-3,-510.1E-6,3.000,2.999,1.072E-3,2.993,2.999,2.998,2.998,2.998,2.909,3.002,3.000,1.268E-3,3.000,2.994,1.033E-3,2.999,3.000,-99.30E-6,2.993,2.993,2.997,2.999,2.999,658.1E-6,5.556E-3,2.994,3.004,2.998,-1.068E-3,5.712E-3,1.112E-3,2.998,333.6E-6,3.027E-3,-84.03E-6,7.725E-3,2.999,3.000,2.999,2.999,2.999,2.996
215.8E-9,2.427E-3,11.68E-3,3.003,-16.17E-3,3.003,3.001,2.985,3.001,3.006,2.070,3.004,3.010,2.999,3.010,3.004,2.990,2.985,3.001,3.004,2.999,3.000,1.088E-3,3.000,2.985,1.142E-3,2.999,12.07E-3,11.58E-3,74.54E-3,206.3E-3,2.994,779.6E-6,708.0E-6,2.997,5.738E-3,328.8E-6,3.216E-3,-297.5E-6,13.24E-3,4.437E-3,2.999,2.992,2.999,3.000,3.011
219.8E-9,950.3E-6,2.999,2.995,2.999,2.998,3.001,2.999,9.355E-3,3.000,2.999,936.6E-6,2.999,9.733E-3,2.997,2.999,2.999,2.999,188.2E-6,730.8E-6,2.552E-3,3.000,74.78E-6,1.030E-3,191.1E-6,2.995,78.24E-3,3.000,361.5E-3,2.999,2.999,1.032E-3,2.999,107.6E-6,2.993,2.218E-3,2.996,3.002,2.991,2.995,855.1E-6,458.8E-6,331.6E-6,2.999,2.999,4.737E-3
223.8E-9,-5.085E-3,19.83E-3,-3.591E-3,12.26E-3,26.70E-3,-106.9E-6,-185.9E-6,17.92E-3,-3.436E-3,2.965,3.005,2.998,2.999,2.968,2.959,2.997,2.975,3.060,1.399E-3,3.004,3.260,-1.494E-3,2.988,3.055,7.051E-3,3.003,28.86E-3,39.57E-3,3.001,2.986,2.976,21.62E-3,-3.057E-3,3.004,2.986,9.072E-3,-3.002E-3,7.675E-3,11.32E-3,-1.473E-3,2.998,2.752,3.002,3.004,210.8E-6
227.8E-9,1.875E-3,3.119,1.338E-3,2.998,2.998,2.995,3.000,2.999,2.998,2.999,2.998,3.001,2.998,2.999,2.999,2.999,3.001,877.2E-6,3.000,5.573E-3,1.041E-3,2.996,2.815E-3,2.987,3.001,2.998,2.999,2.999,2.999,3.001,991.5E-6,28.12E-6,1.116E-3,1.176E-3,-1.845E-3,1.284E-3,3.001,2.999,26.59E-3,3.000,661.8E-6,2.999,2.999,3.000,2.998
231.8E-9,3.002,3.001,3.002,11.27E-3,3.000,3.002,2.999,3.002,3.000,-10.08E-3,13.73E-3,14.48E-3,-5.415E-3,6.103E-3,6.657E-3,-643.8E-6,-4.067E-3,990.2E-6,2.980E-3,-672.3E-6,3.703E-3,2.987,2.999,4.082E-3,5.736E-3,10.15E-3,458.1E-6,12.62E-3,2.999,9.971E-3,22.91E-3,2.999,3.000,2.998,2.999,3.013,2.997,2.986,3.011,2.999,2.987,3.000,5.097E-3,11.34E-3,5.900E-3
235.8E-9,2.728E-3,12.57E-3,994.2E-6,3.002,1.303,497.5E-6,3.006,2.997,3.003,3.000,3.000,3.005,2.999,2.994,3.004,3.004,3.006,414.8E-6,3.003,15.70E-3,3.780E-3,2.967,2.980,3.002,3.003,2.998,-1.022E-3,3.001,3.000,2.966,260.3E-6,-6.399E-3,22.49E-3,206.5E-6,2.998,2.994,3.006,3.000,3.001,2.999,3.003,3.000,14.84E-3,3.001,2.994
239.8E-9,769.0E-6,4.033E-3,692.4E-6,2.834E-3,3.003,1.060E-3,1.141E-3,-3.872E-3,6.816E-3,2.999,7.088E-3,2.993,2.998,2.527,2.992,2.994,1.105E-3,764.3E-6,2.996,2.999,1.273E-3,2.994,2.971,1.166E-3,2.995,2.992,2.999,2.994,2.999,2.922,2.999,2.952E-3,2.999,2.998,2.999,883.8E-6,6.994E-3,1.353E-3,5.894E-3,2.999,2.997,2.999,2.995,6.955E-3,911.4E-6
243.8E-9,936.8E-6,3.014,3.004,2.998,2.999,-2.473E-3,2.975,15.23E-3,2.995,3.000,2.999,2.999,3.002,117.9E-3,3.005,3.001,2.985,3.001,3.001,2.999,-1.929E-3,2.996,19.86E-3,2.979,8.168E-3,-6.576E-3,-3.001E-3,3.016,21.25E-3,6.957E-3,-669.4E-6,4.346E-3,3.005,1.156E-3,3.004,-2.280E-3,3.003,3.000,3.002,3.001,2.988,2.999,632.0E-6,7.914E-3,2.978
247.8E-9,663.4E-6,2.998,21.87E-3,11.12E-3,2.999,3.588E-3,-1.215E-3,2.999,-885.9E-6,2.993,3.000,2.999,3.003,-3.837E-3,3.003,3.003,2.912,-644.3E-6,1.344E-3,9.751E-3,-19.35E-3,553.0E-6,2.989,1.073E-3,615.2E-6,3.002,2.999,2.290E-3,3.001,17.56E-6,3.000,2.998,618.5E-6,3.002,3.000,707.1E-6,1.454E-3,3.000,-939.3E-6,1.009E-3,2.999,566.9E-6,2.999,2.999,-187.7E-6
251.8E-9,-3.886E-3,-287.3E-6,2.998,3.000,2.985,2.984,2.996,2.983,3.001,3.011,2.995,2.996,2.999,3.000,2.986,2.985,2.998,12.12E-3,3.001,12.92E-3,-2.820E-3,-4.068E-3,3.009,2.999,2.990,2.999,-6.724E-3,2.997,3.003,2.999,1.141E-3,-193.6E-6,10.20E-3,3.003,-10.05E-3,21.25E-3,19.37E-3,-12.22E-3,2.997,1.105E-3,2.989,2.992,2.996,2.998,3.004
255.8E-9,3.000,2.999,3.001,1.864E-3,2.998,2.995,-860.8E-6,2.999,2.999,2.997,2.992,2.994,2.999,2.993,635.0E-6,2.995,-361.6E-6,2.988,650.5E-6,31.08E-6,378.8E-6,787.5E-6,2.993,329.1E-6,1.183E-3,1.420E-3,1.079E-3,1.409E-3,5.657E-3,1.113E-3,994.5E-6,3.037E-3,624.3E-6,3.000,2.999,2.999,1.437E-3,2.999,2.992,2.999,3.000,2.999,3.000,2.999,733.6E-6
259.8E-9,-2.755E-3,3.000,3.001,3.000,2.999,1.096E-3,3.003,2.999,3.001,2.998,3.003,2.999,3.001,3.001,3.002,3.001,2.987,-581.8E-6,2.290E-3,-1.539E-3,-222.4E-6,3.002,-4.819E-3,2.997,2.997,-19.50E-3,-483.1E-6,2.986,1.069E-3,3.019,-786.9E-6,-638.1E-6,2.991,690.4E-6,2.999,239.5E-6,2.980,2.995,3.002,3.001,2.999,3.000,16.79E-3,-5.823E-3,3.020
263.8E-9,3.001,3.000,3.000,3.000,3.000,2.999,2.995,3.000,3.001,-1.271E-3,2.996,2.996,2.993,9.040E-3,2.115E-3,2.992,3.002,3.000,3.579E-3,3.001,-7.852E-3,2.914,2.989,2.997,3.005,10.92E-3,-7.784E-3,2.069E-3,2.998,3.001,-5.039E-3,2.281E-3,-350.0E-6,3.523E-3,-2.533E-3,4.408E-3,612.6E-6,1.312E-3,1.442E-3,2.999,2.996,3.000,3.000,2.997,3.005
267.8E-9,529.2E-6,2.999,2.999,317.2E-3,2.999,2.999,2.999,2.998,2.995,2.999,3.000,187.9E-3,2.999,3.001,3.000,2.999,6.879E-3,1.523E-3,1.572E-3,-1.152E-3,722.7E-6,3.002,5.945E-3,2.313E-3,2.999,2.999,1.161E-3,2.998,534.1E-3,14.23E-3,2.517E-3,2.999,2.999,2.996,3.172E-3,1.379E-3,2.996,2.999,2.999,2.265E-3,4.432E-3,2.274E-3,3.205E-3,6.663E-3,1.374E-3
271.8E-9,701.8E-6,12.40E-3,1.504E-3,3.000,98.95E-3,1.649E-3,3.001,148.4E-6,3.001,3.000,3.002,2.999,3.000,2.999,2.998,3.001,3.000,973.4E-6,2.992,144.7E-6,237.0E-6,2.987,-1.012E-3,2.996,3.002,2.998,2.999,2.989,2.999,3.001,667.3E-6,-2.321E-3,316.1E-6,881.1E-6,-1.041E-3,3.007,2.990,2.983,2.995,3.000,1.224E-3,2.999,2.996,2.999,2.999
275.8E-9,3.001,3.000,3.002,2.852,3.002,2.999,3.003,3.002,3.001,2.999,3.003,2.273,3.000,2.996,1.621E-3,2.992,2.991,3.002,-882.3E-6,3.000,18.12E-3,3.028,2.991,-131.5E-6,-1.579E-3,4.907E-3,-3.013E-3,27.42E-3,76.19E-6,20.53E-3,2.979,17.59E-3,-5.397E-3,2.993,3.000,24.70E-3,537.8E-6,2.991,1.132E-3,3.001,3.001,3.001,3.001,3.001,577.6E-6
279.8E-9,-2.058E-3,-1.397E-3,-1.229E-3,-2.272E-3,21.53E-3,214.3E-6,-4.372E-3,-1.667E-3,-1.553E-3,3.001,3.021,2.998,3.003,2.999,3.028,2.977,3.000,-1.881E-3,-3.887E-3,2.993,8.911E-3,-1.910E-3,-2.398E-3,334.5E-6,4.172E-3,2.999,45.55E-3,9.423E-3,2.986,3.143,3.003,3.000,3.002,3.006,3.005,-1.436E-3,-4.764E-3,-4.713E-3,-5.274E-3,1.553E-3,929.0E-6,2.999,3.003,2.999,-3.071E-3
283.8E-9,1.764E-3,2.989,2.967,4.265E-3,2.203E-3,-400.3E-6,2.997,311.5E-6,2.993,2.999,2.998,3.000,2.999,381.2E-6,3.000,2.999,2.996,2.997,3.001,2.285E-3,-460.6E-6,2.992,2.603E-3,2.995,228.1E-6,5.349E-3,950.9E-6,2.990,-939.3E-6,728.9E-6,724.1E-6,-910.4E-6,2.999,2.998,2.999,-165.2E-6,3.001,2.999,3.000,2.999,2.998,2.999,-963.9E-6,638.6E-6,2.992
287.8E-9,2.544E-3,-3.580E-3,1.317E-3,-3.543E-3,-4.001E-3,1.872E-3,-229.3E-6,951.5E-6,1.436E-3,3.003,3.001,2.998,3.001,3.003,3.000,3.004,2.999,960.3E-6,-2.395E-3,2.998,526.7E-6,-282.8E-6,-372.2E-6,2.643,-1.302E-3,2.998,376.6E-3,-299.3E-6,2.998,-2.046E-3,3.003,2.999,2.994,3.000,3.004,1.538E-3,-1.322E-3,-431.9E-6,-4.644E-3,865.8E-6,2.998,4.018E-3,2.999,2.998,-2.207E-3
291.8E-9,1.847E-3,2.998,315.7E-6,-1.715E-3,2.671E-3,1.599E-3,1.609E-3,-2.009E-3,-559.8E-6,2.993,3.000,2.933E-3,3.000,2.998,-3.167E-3,3.002,7.800E-3,1.584E-3,1.004E-3,-498.3E-6,1.560E-3,3.674E-3,3.327E-3,1.304E-3,-152.0E-6,642.7E-6,59.49E-3,-1.651E-3,1.484E-3,5.074E-3,2.999,3.001,695.2E-6,3.000,2.915,1.053E-3,1.222E-3,2.984,-450.8E-6,1.101E-3,2.999,-665.1E-6,3.000,49.59E-3,-620.3E-6
295.8E-9,2.999,2.998,3.000,2.998,2.998,3.000,2.998,2.998,2.999,2.865E-3,3.000,2.267E-3,2.990,3.627E-3,2.989,3.002,3.000,3.001,-2.296E-3,-256.3E-6,6.542E-3,2.986,2.990,2.973,-202.6E-6,14.93E-3,287.3E-6,-24.20E-3,3.000,2.982,1.877E-3,-1.985E-3,3.002,3.003,3.003,1.654E-3,2.984,3.002,3.001,2.999,3.005,3.000,1.526,2.996,10.52E-3
299.8E-9,2.999,2.999,3.001,2.999,3.002,3.002,2.999,3.001,2.999,10.16E-3,15.02E-3,5.168E-3,13.22E-3,6.375E-3,11.38E-3,12.46E-3,7.412E-3,3.000,13.85E-3,2.999,2.998,-3.536E-3,2.990,13.89E-3,879.0E-6,2.999,1.054E-3,-4.596E-3,2.988,3.290E-3,2.999,3.001,2.999,3.000,2.998,14.91E-3,153.0E-6,2.993,1.238E-3,18.18E-3,2.987,9.995E-3,3.000,2.999,16.33E-3
303.8E-9,2.984,3.006,3.003,3.002,3.003,4.025E-3,2.999,3.003,3.005,2.998,3.000,2.995,1.860,2.999,2.995,2.998,954.6E-6,2.991,2.998,-33.47E-3,29.07E-3,3.012,-3.180E-3,3.035,3.000,3.001,-4.220E-3,2.968,2.980,3.034,-2.991E-3,17.43E-3,3.001,-1.989E-3,3.006,25.71E-3,2.971,2.970,2.980,2.998,2.973,2.993,34.15E-3,25.52E-3,3.033
307.8E-9,3.001,3.000,2.983,3.000,3.001,2.986,3.010,3.000,3.000,-13.15E-3,2.988,6.859E-3,2.985,2.023E-3,589.9E-6,2.999,1.998,2.999,16.48E-3,2.992,-13.25E-3,735.3E-6,2.988,-7.609E-3,15.52E-3,-6.402E-3,16.98E-3,10.44E-3,6.416E-3,-28.15E-3,2.988,3.003,2.997,2.991,2.998,13.86E-3,-270.0E-6,5.815E-3,7.454E-3,3.001,2.992,3.000,2.997,2.984,9.780E-3
311.8E-9,-1.234E-3,2.992,3.009,2.999,2.989,3.010,3.001,2.999,2.991,2.998,2.996,3.010,2.999,-11.44E-3,2.989,2.998,2.998,-606.5E-6,-82.64E-6,-1.460E-3,-10.80E-3,1.588E-3,10.67E-3,6.393E-3,5.118E-3,-10.69E-3,135.0E-6,2.996,-10.32E-3,2.953,386.2E-6,3.000,3.001,2.996,3.000,2.999,2.989,2.994,2.988,2.999,2.996,3.000,2.999,141.4E-3,2.099E-3
315.8E-9,2.999,2.998,3.000,2.999,2.998,3.001,2.998,2.998,2.998,5.909E-3,3.805E-3,2.999,3.713E-3,612.0E-3,2.999,2.999,2.998,3.001,3.000,3.000,3.028,2.995,2.997,2.997,3.000,2.594E-3,447.0E-6,5.193E-3,2.999,2.994,1.231E-3,-1.293E-3,740.8E-6,2.992,2.999,-6.091E-3,2.052E-3,2.997,2.998,2.998,3.001,2.999,2.999,2.999,2.996
319.8E-9,1.150E-3,2.999,2.988,3.000,3.000,241.6E-6,3.004,3.000,3.002,2.999,2.999,2.990,3.000,8.333E-3,3.004,3.001,2.983,928.4E-6,2.994,3.000,1.461E-3,2.983,3.032,2.987,2.998,3.000,232.1E-6,2.992,2.999,2.994,496.7E-6,-1.600E-3,2.999,2.987,3.000,-2.315E-3,2.996,3.001,3.002,2.999,3.003,3.000,4.798E-3,16.55E-3,3.004
323.8E-9,1.064E-3,4.018E-3,2.997,2.999,2.999,1.068E-3,2.996,501.0E-6,3.000,46.09E-3,3.000,2.995,2.998,2.985,2.994,2.999,2.993,2.998,3.000,2.999,-531.6E-6,2.997,2.999,2.998,2.996,239.7E-3,5.582E-3,2.994,5.079E-3,2.998,875.1E-6,1.539E-3,2.999,911.3E-6,2.999,776.8E-6,2.999,573.0E-6,2.999,3.000,2.998,3.000,5.162E-3,2.987,2.994
327.8E-9,-4.553E-3,3.002,-543.6E-6,2.999,2.999,2.995,3.000,3.000,3.000,2.979,3.002,2.990,3.000,3.011,152.8E-3,2.997,2.999,-3.332E-3,8.664E-3,3.001,3.001,-1.024E-3,7.367E-3,11.68E-3,2.999,3.001,3.001,4.564E-3,2.999,3.026,3.024,3.003,-4.282E-3,2.997,1.580,2.999,16.42E-3,5.507E-3,2.999,-1.659E-3,-2.505E-3,-1.965E-3,3.001,2.996,601.5E-6
331.8E-9,1.286E-3,2.998,3.001,2.998,2.998,3.014,-2.928E-3,-5.934E-3,765.6E-6,2.994,3.002,2.999,3.001,2.989,2.997,3.002,-9.745E-3,1.943E-3,1.962E-3,1.410E-3,-903.2E-6,-291.6E-9,-22.72E-6,213.0E-6,-513.7E-6,-2.661E-3,2.999,-2.952E-3,2.998,14.33E-3,1.379E-3,2.998,409.7E-6,3.000,2.698E-3,2.996,1.629E-3,3.003,1.030E-3,6.497E-3,3.000,1.303E-3,2.998,2.998,1.078E-3
335.8E-9,1.090E-3,8.029E-3,2.989,3.000,2.999,-850.3E-6,2.986,-3.928E-3,3.000,3.000,2.995,2.996,3.000,2.990,3.003,2.986,2.991,2.987,3.000,-15.11E-3,-2.511E-3,2.990,2.995,2.984,3.006,-4.414E-3,-1.453E-3,2.990,-6.008E-3,2.995,190.3E-6,-3.220E-3,3.000,689.2E-6,3.000,-12.17E-3,2.995,2.990,3.002,2.999,3.003,3.001,13.65E-3,14.55E-3,2.986
339.8E-9,-1.578E-3,3.116,2.999,2.997,3.002,3.020,2.989,2.999,3.001,2.716,3.185,2.999,2.987,3.019,2.986,2.991,3.007,4.955E-3,-27.20E-3,3.007,8.176E-3,1.109E-3,2.994,-3.639E-3,-20.77E-3,2.999,9.621E-3,2.997,3.002,2.998,2.981,8.441E-3,554.1E-6,2.984,2.999,-967.9E-6,14.08E-3,3.026,3.508E-3,318.2E-6,2.989,3.001,3.001,3.001,8.743E-3
343.8E-9,-1.581E-3,32.71E-3,1.231E-3,3.003,3.002,2.978,2.985,3.000,3.003,2.999,3.003,3.002,3.001,2.967,2.994,2.998,3.001,3.000,3.001,3.000,2.999,2.970,2.985,2.984,2.992,3.000,27.21E-3,23.50E-3,2.998,2.966,-1.393E-3,-931.4E-6,-3.766E-3,-2.056E-3,16.56E-3,-329.1E-6,2.989,3.050,2.764,3.002,2.838,3.002,3.001,3.002,2.983
347.8E-9,3.001,2.998,2.999,2.998,2.999,1.077E-3,2.999,2.998,2.999,-5.344E-3,-2.778E-3,2.996,2.993,4.349E-3,3.001,11.77E-3,2.994,2.548E-3,2.830,910.9E-6,-2.204E-3,2.987,931.5E-6,2.989,2.996,5.836E-3,602.1E-6,3.002,2.999,2.994,1.486E-3,-3.071E-3,2.998,2.963,2.999,-1.858E-3,2.999,3.003,3.003,2.998,3.001,2.999,-3.081E-3,7.721E-3,2.987
351.8E-9,1.508E-3,13.52E-3,2.987,2.999,2.999,2.994,3.028,2.999,3.000,2.998,3.001,-7.682E-3,2.999,3.024,6.000E-3,2.999,2.988,2.997,2.999,3.000,3.000,3.028,2.990,3.045,1.445E-3,-44.10E-3,6.122E-3,-19.66E-3,5.206E-3,605.5E-6,2.987,2.988,11.58E-3,2.997,2.999,5.483E-3,7.852E-3,5.750E-3,7.563E-3,4.840E-3,6.616E-3,2.993,2.998,3.014,379.3E-3
355.8E-9,7.366E-3,2.998,1.084E-3,3.000,2.999,3.022,2.999,2.999,3.001,2.959,3.000,2.996,3.000,2.979,3.016,2.997,3.002,4.388E-3,3.001,13.90E-3,3.011,-8.842E-3,2.998,-5.339E-3,3.013,2.997,3.007,2.996,2.997,2.974,3.717E-3,3.000,3.306E-3,549.1E-6,7.675E-3,3.017,2.998,3.008,2.998,1.996E-3,-12.91E-3,949.7E-6,3.006,2.998,22.75E-3
359.8E-9,2.999,2.998,3.000,2.999,2.998,3.001,2.998,2.998,2.998,2.983E-3,2.069E-3,2.642E-3,9.804E-3,658.5E-6,7.841E-3,7.061E-3,4.285E-3,1.288E-3,-1.249E-3,1.385E-3,7.587E-3,413.7E-6,2.998,-681.5E-6,2.322E-3,235.5E-6,1.215E-3,100.1E-3,3.000,2.193E-3,2.986,2.999,2.989,3.000,2.725E-3,9.353E-3,1.533E-3,2.994,2.990,2.999,3.000,135.3E-6,3.000,-145.1E-6,-757.4E-6
363.8E-9,-709.1E-6,18.03E-3,2.996,22.56E-3,3.000,-1.952E-3,-2.692E-3,2.999,-584.1E-6,-11.63E-3,3.000,-8.771E-3,3.001,2.992,203.8E-6,3.000,2.998,3.003,-1.288E-3,3.000,17.09E-3,3.003,2.996,3.005,-908.6E-6,7.809E-3,29.18E-6,13.01E-3,22.99E-3,692.5E-6,2.984,1.175E-3,3.002,3.003,2.989,582.7E-6,-1.028E-3,3.003,-556.9E-6,3.003,3.002,3.002,3.000,2.939,731.3E-6
367.8E-9,3.000,3.002,2.989,2.999,3.000,2.998,3.028,3.001,3.000,2.984,2.999,2.997,2.998,3.003,692.0E-6,2.984,2.997,757.9E-6,3.000,9.721E-3,3.001,2.868E-3,2.992,9.268E-3,1.259E-3,3.000,3.002,-10.95E-3,3.000,996.2E-3,862.1E-6,3.002,-1.412E-3,2.999,-7.742E-3,3.001,1.472E-3,2.995,1.322E-3,-2.007E-3,-460.5E-6,-2.495E-3,3.000,3.000,8.966E-3
371.8E-9,2.999,3.000,3.000,3.000,2.997,2.989,3.000,3.001,3.002,2.998,1.914,2.999,3.001,2.998,3.005,2.988,2.997,3.007,2.997,2.986,-7.257E-3,2.998,3.006,3.003,2.996,2.996,-11.47E-3,-9.941E-3,3.001,2.999,8.035E-6,10.63E-3,10.88E-3,2.995,2.999,3.638E-3,1.742,3.008,2.998,4.493E-3,2.990,3.000,2.999,3.000,2.999
375.8E-9,3.000,2.999,3.002,8.387E-3,2.999,2.851E-3,2.999,2.998,2.999,5.096E-3,3.001,2.867,3.001,6.696E-3,2.999,2.999,3.000,2.999,-1.824E-3,2.998,665.2E-6,3.012,2.999,1.062E-3,303.7E-6,-2.411E-3,903.9E-6,5.424E-3,-2.123E-3,3.385E-3,3.002,18.58E-3,2.999,3.001,2.999,-139.2E-6,1.650E-3,1.188E-3,1.055E-3,2.998,3.001,2.999,2.999,2.999,948.0E-6
379.8E-9,3.002,2.999,3.001,2.998,3.002,3.002,2.999,3.000,2.998,11.84E-3,21.81E-3,8.564E-3,15.72E-3,7.145E-3,1.396E-3,-6.394E-3,17.05E-3,3.002,5.805E-3,241.7E-6,-41.46E-3,906.0E-6,3.001,11.19E-3,394.0E-6,2.999,3.019,-608.2E-6,2.995,2.997E-3,2.810,3.000,2.999,2.997,2.997,14.19E-3,939.9E-6,2.998,3.008,18.38E-3,2.990,1.017,3.000,3.000,5.880E-3
383.8E-9,-3.905E-3,2.997,4.803E-3,3.002,3.000,2.991,3.001,2.998,3.002,3.002,3.002,3.003,3.002,2.982,2.996,2.989,3.002,-4.508E-3,2.999,2.539E-3,7.470E-3,2.985,815.0E-6,2.974,2.998,2.998,3.000,2.994,3.002,2.978,-2.196E-3,25.85E-3,438.9E-6,-1.906E-3,-699.0E-6,3.031,2.988,2.991,3.001,3.000,688.4E-6,2.999,21.95E-3,2.999,2.976
387.8E-9,3.004,3.000,3.004,3.001,3.004,3.004,3.004,3.003,3.003,-19.23E-3,-7.014E-3,1.727E-3,-22.56E-3,2.983E-3,4.967E-3,-21.52E-3,7.785E-3,3.004,5.343E-3,3.003,12.55E-3,3.019,2.981,2.931,847.2E-6,2.998,15.74E-3,-13.51E-3,3.006,1.966E-3,2.999,-66.27E-3,3.000,2.994,2.999,-10.60E-3,1.146E-3,2.125,7.135E-3,2.990,2.992,2.993,3.000,2.999,21.84E-3
391.8E-9,2.999,2.997,2.999,2.998,2.997,2.999,3.000,2.997,2.997,4.803E-3,2.998,2.998,2.999,3.591E-3,2.999,14.33E-3,3.000,597.7E-6,6.837E-3,283.0E-6,9.212E-3,3.006,2.987,1.093E-3,13.40E-3,13.91E-3,-228.6E-6,2.999,-5.167E-3,3.010,1.509E-3,-8.099E-3,3.002,3.005,2.998,-4.963E-3,2.987,2.998,2.999,2.999,2.984,3.000,10.06E-3,4.966E-3,2.990
395.8E-9,-2.174E-3,15.82E-3,-4.318E-3,689.5E-6,2.997,2.981,-2.380E-3,-4.259E-3,-4.068E-3,2.983,2.997,2.997,2.984,2.993,2.989,2.999,3.002,-2.197E-3,-299.2E-6,3.002,3.000,-1.394E-3,15.34E-3,5.378E-3,3.002,3.004,3.002,10.17E-3,3.000,3.020,3.003,2.999,-2.504E-3,186.1E-6,-11.62E-3,2.999,14.56E-3,16.46E-3,17.85E-3,231.9E-6,-3.957E-3,-3.719E-3,3.001,3.003,-272.3E-6
399.8E-9,-195.6E-6,3.150,3.007,3.002,2.999,-134.0E-6,3.008,3.001,3.008,3.001,3.004,3.005,3.001,2.975,3.007,2.996,2.973,1.173E-3,3.001,-1.295E-3,15.35E-3,2.979,2.975,2.982,2.968,1.907E-3,24.77E-3,2.999,2.999,2.997,-2.351E-3,-1.352E-3,3.000,1.593,3.002,9.279E-3,2.979,2.969,3.007,3.005,2.983,3.006,6.328E-3,2.999,2.973
403.8E-9,1.580E-3,3.000,3.000,2.992,3.001,2.989,2.999,2.998,3.000,2.992,3.371E-3,1.333E-3,7.744E-3,3.014,2.946,2.991,11.28E-3,182.9E-6,2.997,2.999,2.989,11.07E-3,8.709E-3,12.48E-3,3.003,2.205,2.994,11.94E-3,3.000,1.011E-3,2.996,3.000,2.162E-3,2.999,-9.463E-3,2.988,6.480E-3,2.999,48.95E-3,2.112E-3,11.13E-3,4.996E-3,2.995,3.000,3.276E-3
407.8E-9,2.196E-3,7.047E-3,-1.655E-3,2.236E-3,10.80E-3,978.1E-6,-1.761E-3,-1.782E-3,1.189E-3,2.997,2.987,1.074E-3,2.991,-13.20E-3,2.999,2.996,2.995,-466.4E-6,9.695E-3,2.999,8.164E-3,731.3E-6,235.4E-6,3.012,5.696E-3,3.000,2.976E-3,11.65E-3,2.999,2.998,3.002,89.75E-6,2.996,3.002,3.002,-2.080E-3,-1.142E-3,-908.1E-6,1.223E-3,3.001,2.995,3.000,2.999,2.999,1.068E-3
411.8E-9,2.999,-2.090E-3,3.004,2.999,2.999,3.006,2.990,2.998,2.999,2.976,3.000,-11.15E-3,2.994,4.069E-3,3.000,3.000,2.992,3.002,2.998,2.998,2.998,2.985,2.998,3.000,-8.673E-3,2.998,6.863E-3,368.6E-3,2.999,3.001,2.988,-2.340E-3,2.999,3.002,2.999,1.563E-3,-31.97E-6,1.193E-3,-35.70E-6,3.000,3.001,3.000,2.999,3.000,2.987
415.8E-9,2.685E-3,8.641E-3,1.655E-3,2.999,6.669E-3,1.380E-3,2.999,-3.877E-3,2.998,2.998,3.001,2.998,3.002,3.004,3.001,3.005,2.998,1.766E-3,3.004,69.38E-6,57.61E-6,2.997,830.2E-6,3.002,3.001,2.996,2.999,3.001,2.999,3.000,1.804E-3,-2.768E-3,-614.5E-6,2.000E-3,-880.4E-6,2.958,3.000,2.994,3.000,2.998,592.6E-6,2.999,2.999,3.001,3.002
419.8E-9,2.115E-3,3.007,1.291E-3,2.998,2.998,2.999,3.002,2.998,2.999,3.001,3.002,3.000,2.999,2.999,3.001,3.001,3.001,-1.417E-3,2.999,5.122E-3,1.872E-3,1.473E-3,2.999,3.001,56.17E-3,2.999,3.766E-3,1.335E-3,2.998,2.999,-4.826E-3,4.676E-3,2.979E-3,3.000,2.999,2.613E-3,1.323E-3,2.874,2.996,2.998,3.000,2.999,2.999,2.999,3.000
